Vote,Sector,Subprogram,Financial Year,"Approved Budget (UGX, Millions)",Released Budget (UGX),Actual Expenditure (UGX),Performance (%),Deviation (UGX),Execution Status,Source File
10,Agriculture,"1323 The Project on Irrigation Scheme Development in
Central and Eastern Uganda (PISD)-JICA Supported Project
1357 Improving Access and Use of Agricultural Equipment
and Mechanisation through the use of labour Saving
Technologies",2017-18,0.88,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
10,Agriculture,"1323 The Project on Irrigation Scheme Development in
Central and Eastern Uganda (PISD)-JICA Supported Project
1357 Improving Access and Use of Agricultural Equipment
and Mechanisation through the use of labour Saving
Technologies",2017-18,0.88,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
10,Agriculture,"01 Headquarters
10 Department of Planning
13 Internal Audit
15 Department of Agricultural Infrastructure and Water for
Agricultural Production
22 Agricultural Statistical Unit
25 Human Resource Management Department",2017-18,5.59,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
10,Agriculture,"01 Headquarters
10 Department of Planning
13 Internal Audit
15 Department of Agricultural Infrastructure and Water for
Agricultural Production
22 Agricultural Statistical Unit
25 Human Resource Management Department",2017-18,5.59,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
10,Agriculture,"0076 Support for Institutional Development
1085 MAAIF Coordination/U Growth
1323 The Project on Irrigation Scheme Development in
Central and Eastern Uganda (PISD)-JICA Supported Project
1327 National Farmers Leadership Center (NFLC)
1328 Support to Agricultural Training Institutions
1357 Improving Access and Use of Agricultural Equipment
and Mechanisation through the use of labour Saving
Technologies
1401 National Food and Agricultural Statistics System
(NFASS)
1411 The COMESA Seed Harmonization Implementation
Plan (COMSHIP) Project
1444 Agriculture Value Chain Development",2017-18,2.64,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
10,Agriculture,"0076 Support for Institutional Development
1085 MAAIF Coordination/U Growth
1323 The Project on Irrigation Scheme Development in
Central and Eastern Uganda (PISD)-JICA Supported Project
1327 National Farmers Leadership Center (NFLC)
1328 Support to Agricultural Training Institutions
1357 Improving Access and Use of Agricultural Equipment
and Mechanisation through the use of labour Saving
Technologies
1401 National Food and Agricultural Statistics System
(NFASS)
1411 The COMESA Seed Harmonization Implementation
Plan (COMSHIP) Project
1444 Agriculture Value Chain Development",2017-18,2.64,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
10,Agriculture,"0076 Support for Institutional Development
1085 MAAIF Coordination/U Growth
1323 The Project on Irrigation Scheme Development in
Central and Eastern Uganda (PISD)-JICA Supported Project
1327 National Farmers Leadership Center (NFLC)
1328 Support to Agricultural Training Institutions
1357 Improving Access and Use of Agricultural Equipment
and Mechanisation through the use of labour Saving
Technologies
1401 National Food and Agricultural Statistics System
(NFASS)
1411 The COMESA Seed Harmonization Implementation
Plan (COMSHIP) Project
1444 Agriculture Value Chain Development",2017-18,2.64,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
10,Agriculture,"0076 Support for Institutional Development
1085 MAAIF Coordination/U Growth
1323 The Project on Irrigation Scheme Development in
Central and Eastern Uganda (PISD)-JICA Supported Project
1327 National Farmers Leadership Center (NFLC)
1328 Support to Agricultural Training Institutions
1357 Improving Access and Use of Agricultural Equipment
and Mechanisation through the use of labour Saving
Technologies
1401 National Food and Agricultural Statistics System
(NFASS)
1411 The COMESA Seed Harmonization Implementation
Plan (COMSHIP) Project
1444 Agriculture Value Chain Development",2017-18,2.64,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
10,Agriculture,"Programme: 0101 Crop Resources 83.72 54.14 43.91 64.7% 52.5% 81.1%
Development Projects.
1195 Vegetable Oil Development Project-Phase 2 35.46 30.63 23.61 86.4% 66.6% 77.1%
1263 Agriculture Cluster Development Project 22.00 5.55 5.55 25.2% 25.2% 100.0%
1316 Enhancing National Food Security through increased 5.40 1.29 0.18 23.9% 3.3% 14.0%
Rice production in Eastern Uganda
1425 Multisectoral Food Safety & Nutrition Project 20.86 16.68 14.58 79.9% 69.9% 87.4%",2017-18,83.72,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
10,Agriculture,"Programme: 0101 Crop Resources 83.72 54.14 43.91 64.7% 52.5% 81.1%
Development Projects.
1195 Vegetable Oil Development Project-Phase 2 35.46 30.63 23.61 86.4% 66.6% 77.1%
1263 Agriculture Cluster Development Project 22.00 5.55 5.55 25.2% 25.2% 100.0%
1316 Enhancing National Food Security through increased 5.40 1.29 0.18 23.9% 3.3% 14.0%
Rice production in Eastern Uganda
1425 Multisectoral Food Safety & Nutrition Project 20.86 16.68 14.58 79.9% 69.9% 87.4%",2017-18,83.72,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
10,Agriculture,"Programme: 0101 Crop Resources 83.72 54.14 43.91 64.7% 52.5% 81.1%
Development Projects.
1195 Vegetable Oil Development Project-Phase 2 35.46 30.63 23.61 86.4% 66.6% 77.1%
1263 Agriculture Cluster Development Project 22.00 5.55 5.55 25.2% 25.2% 100.0%
1316 Enhancing National Food Security through increased 5.40 1.29 0.18 23.9% 3.3% 14.0%
Rice production in Eastern Uganda
1425 Multisectoral Food Safety & Nutrition Project 20.86 16.68 14.58 79.9% 69.9% 87.4%",2017-18,83.72,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
10,Agriculture,"Programme: 0103 Directorate of Agricultural Extension 22.01 17.05 16.15 77.5% 73.4% 94.7%
and Skills Managment
Development Projects.
1139 ATAAS (Grant) EU, WB and DANIDA Funded 18.34 17.05 16.15 93.0% 88.1% 94.7%",2017-18,22.01,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
10,Agriculture,"Programme: 0103 Directorate of Agricultural Extension 22.01 17.05 16.15 77.5% 73.4% 94.7%
and Skills Managment
Development Projects.
1139 ATAAS (Grant) EU, WB and DANIDA Funded 18.34 17.05 16.15 93.0% 88.1% 94.7%",2017-18,22.01,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
10,Agriculture,"Class: Outputs Provided
015501 Support to dairy development
015502 Promotion of dairy production and marketing
015503 Quality assurance and regulation along the value
chain",2017-18,5.97,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
10,Agriculture,0105 Urban Commercial and Production Services,2017-18,7.07,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
10,Agriculture,"Programme 0105 Urban Commercial and Production
Services",2017-18,7.07,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
10,Agriculture,"Class: Outputs Provided
010503 Market Access for Urban Agriculture",2017-18,2.07,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
10,Agriculture,"Class: Outputs Provided
010503 Market Access for Urban Agriculture",2017-18,2.07,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
10,Agriculture,"Class: Outputs Provided
211101 General Staff Salaries
221002 Workshops and Seminars
223005 Electricity
223006 Water
224001 Medical Supplies
224004 Cleaning and Sanitation
224006 Agricultural Supplies
225001 Consultancy Services- Short term
228001 Maintenance - Civil
228004 Maintenance – Other",2017-18,2.07,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
10,Agriculture,"Programme 0105 Urban Commercial and Production
Services",2017-18,7.07,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
10,Agriculture,13 Urban Commercial and Production Services,2017-18,0.64,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
10,Agriculture,0100 NAADS,2017-18,6.43,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
10,Agriculture,"015603 Promotion and development of regional &
international relations.
015604 Establishment & maintenance of inter agencey and
public private partnership (PPP) linkages
015605 Monitoring and evaluation
015607 Promotion of dairy cattle breeding
015609 Multiplication of pure Dairy animals & appropriate
crosses
015611 Conservation and utilization of indegnous Animal
Genetic resources.
015612 Promotion of beef cattle breeding
015613 Beef breeding, promotion of beef breeds
associations and beef breeder societies.
015614 Multiplication of pure beef breeds & appropriate
crosses
015616 Conservation and utilization of indegnous Animal
Genetic resources.
015619 Production and distribution of chicks
015621 Breeding &multiplication of meat goats
015623 Breeding &multiplication of pigs
015627 Evaluation and multiplication of improved pasture
and fodder germ-plasm
015629 Develop and maintain collaborative linkages for the
establishment and development of a National Animal
identification system
015630 Development and maintenace of a National
Livestock Registry and National Data Bank
015631 Develop National herd/milk/beef recording schemes
015634 Production and sale of founder brood stock of
fisheries resources.
015636 Strengthening and maintenace of dairy & beef bull,
billy & boar studs.
015637 Training, refreshing and facilitating AI and MOET
technicians
015638 Providing breeding-training to farmers and other
stakeholders along the ARTs value chain
015639 Production, procurement and sale of semen, eggs,
ova, embryos and their associated equipment
015640 Production, procurement and sale of liquid nitrogen
and associated equipment.",2017-18,0.01,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
10,Agriculture,"015603 Promotion and development of regional &
international relations.
015604 Establishment & maintenance of inter agencey and
public private partnership (PPP) linkages
015605 Monitoring and evaluation
015607 Promotion of dairy cattle breeding
015609 Multiplication of pure Dairy animals & appropriate
crosses
015611 Conservation and utilization of indegnous Animal
Genetic resources.
015612 Promotion of beef cattle breeding
015613 Beef breeding, promotion of beef breeds
associations and beef breeder societies.
015614 Multiplication of pure beef breeds & appropriate
crosses
015616 Conservation and utilization of indegnous Animal
Genetic resources.
015619 Production and distribution of chicks
015621 Breeding &multiplication of meat goats
015623 Breeding &multiplication of pigs
015627 Evaluation and multiplication of improved pasture
and fodder germ-plasm
015629 Develop and maintain collaborative linkages for the
establishment and development of a National Animal
identification system
015630 Development and maintenace of a National
Livestock Registry and National Data Bank
015631 Develop National herd/milk/beef recording schemes
015634 Production and sale of founder brood stock of
fisheries resources.
015636 Strengthening and maintenace of dairy & beef bull,
billy & boar studs.
015637 Training, refreshing and facilitating AI and MOET
technicians
015638 Providing breeding-training to farmers and other
stakeholders along the ARTs value chain
015639 Production, procurement and sale of semen, eggs,
ova, embryos and their associated equipment
015640 Production, procurement and sale of liquid nitrogen
and associated equipment.",2017-18,0.01,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
10,Agriculture,"015603 Promotion and development of regional &
international relations.
015604 Establishment & maintenance of inter agencey and
public private partnership (PPP) linkages
015605 Monitoring and evaluation
015607 Promotion of dairy cattle breeding
015609 Multiplication of pure Dairy animals & appropriate
crosses
015611 Conservation and utilization of indegnous Animal
Genetic resources.
015612 Promotion of beef cattle breeding
015613 Beef breeding, promotion of beef breeds
associations and beef breeder societies.
015614 Multiplication of pure beef breeds & appropriate
crosses
015616 Conservation and utilization of indegnous Animal
Genetic resources.
015619 Production and distribution of chicks
015621 Breeding &multiplication of meat goats
015623 Breeding &multiplication of pigs
015627 Evaluation and multiplication of improved pasture
and fodder germ-plasm
015629 Develop and maintain collaborative linkages for the
establishment and development of a National Animal
identification system
015630 Development and maintenace of a National
Livestock Registry and National Data Bank
015631 Develop National herd/milk/beef recording schemes
015634 Production and sale of founder brood stock of
fisheries resources.
015636 Strengthening and maintenace of dairy & beef bull,
billy & boar studs.
015637 Training, refreshing and facilitating AI and MOET
technicians
015638 Providing breeding-training to farmers and other
stakeholders along the ARTs value chain
015639 Production, procurement and sale of semen, eggs,
ova, embryos and their associated equipment
015640 Production, procurement and sale of liquid nitrogen
and associated equipment.",2017-18,0.01,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
10,Agriculture,"Class: Outputs Provided
211102 Contract Staff Salaries (Incl. Casuals, Temporary)
211103 Allowances
212101 Social Security Contributions
213004 Gratuity Expenses
221001 Advertising and Public Relations
221002 Workshops and Seminars
221003 Staff Training
221009 Welfare and Entertainment
221011 Printing, Stationery, Photocopying and Binding
221017 Subscriptions
222001 Telecommunications
223004 Guard and Security services
223005 Electricity
223006 Water
224001 Medical Supplies
224005 Uniforms, Beddings and Protective Gear
224006 Agricultural Supplies
227001 Travel inland
227002 Travel abroad
227004 Fuel, Lubricants and Oils
228001 Maintenance - Civil
228002 Maintenance - Vehicles
228003 Maintenance – Machinery, Equipment & Furniture",2017-18,7.58,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
